tu_fico_9,tradeline_count,inquiry_count,collection_count,revolving_utilization,delinquent_secured,delinquent_unsecured,bankruptcy_count,stated_indiv_income,stated_additional_income,tu_income_estimate,tu_monthly_payments,tu_mortgage_payments,riskview,principal,cpb,days_delinquent,payment_history
704,25,8,0,36,0,0,0,150000,50000,52,1401,0,713,,,,"installment;2018-06-15;2019-01-28;0;7500;0;0;individual;111111;0,installment;2019-04-24;2021-04-01;7761;15000;0;0;individual;111X1111111111111111111;345,installment;2019-04-25;2021-03-31;22683;30568;0;0;individual;11111111111111111111111;520,open;2012-11-15;2021-04-18;0;0;0;0;individual;111111111111111111X1111X1X11111111111XXXX111111;0,revolving;2017-08-29;2019-05-03;0;295;300;0;individual;111111111111111111111;0,revolving;2018-03-21;2021-04-09;0;857;1000;0;individual;111111111111111111111111111111111111;0,revolving;2018-05-13;2021-04-25;0;2465;1500;0;individual;11111111111111111111111111111111111;0,revolving;2018-05-22;2021-04-05;0;1285;1500;0;individual;11111111111111111111111111111111111;0,revolving;2018-06-12;2019-03-22;0;297;300;0;individual;11111111;0,revolving;2018-06-29;2020-09-01;0;1000;1000;0;individual;11111111111111111111111111;0,revolving;2018-08-18;2019-10-15;0;301;500;0;individual;1111111111111;0,revolving;2019-03-17;2020-12-15;0;248;300;0;individual;11111111111111111111;0,revolving;2019-04-29;2021-04-07;2589;4243;5000;0;individual;11111111111111111111111;53,revolving;2019-06-01;2021-04-09;10011;10660;13950;0;individual;111111111111111111111;210,revolving;2019-08-23;2021-03-31;1270;1416;4000;0;individual;111111111111111111;27,revolving;2019-09-04;2021-04-17;0;507;3200;0;individual;1111111111111111111;0,revolving;2020-04-21;2021-04-20;4577;5286;6700;0;individual;11111111111;69,revolving;2020-06-30;2021-04-27;170;1611;2000;0;individual;1111111111;28,revolving;2020-07-14;2021-04-09;0;0;2700;0;individual;111111111;0,revolving;2020-09-23;2021-04-10;260;304;4000;0;individual;111111;29,revolving;2020-10-04;2021-04-30;807;1262;1700;0;individual;111111;28,revolving;2020-12-28;2021-04-11;108;345;5500;0;individual;111;35,revolving;2021-01-09;2021-04-17;0;233;1000;0;individual;111;0,revolving;2021-02-03;2021-04-24;647;734;2000;0;individual;11;29,revolving;2021-02-26;2021-04-27;53;53;800;0;individual;11;28"
468,31,4,4,0,0,0,0,87000,0,81,1764,0,,,,,"installment;2009-12-11;2021-04-04;10949;6000;0;10949;individual;;109,installment;2009-12-11;2021-04-04;4656;3500;0;4656;individual;;46,installment;2010-01-13;2020-03-31;0;12500;0;0;individual;55555555411111XXXXXXXXXX1111XX11XXXXXXXXXX11111;0,installment;2010-04-12;2021-04-04;1807;1000;0;1807;individual;;18,installment;2010-04-12;2021-04-04;2660;2000;0;2660;individual;;26,installment;2010-07-12;2020-02-29;0;52361;0;0;individual;5555555541111XXXXXXXXXX1111XX11XXXXXXXXXX11111;0,installment;2010-07-12;2021-04-04;6949;5500;0;6949;individual;;69,installment;2010-07-12;2021-04-04;7079;4000;0;7079;individual;;70,installment;2010-11-01;2021-04-04;5264;3000;0;5264;individual;;52,installment;2011-03-09;2021-04-04;3475;2750;0;3475;individual;;34,installment;2011-03-09;2021-04-04;5995;3500;0;5995;individual;;59,installment;2011-07-13;2021-04-04;3293;2750;0;3293;individual;;32,installment;2011-07-13;2021-04-04;5880;3500;0;5880;individual;;58,installment;2011-11-01;2021-04-04;11517;7000;0;11517;individual;;115,installment;2011-11-01;2021-04-04;6586;5500;0;6586;individual;;65,installment;2012-08-20;2021-04-04;14741;9444;0;14741;individual;;147,installment;2012-12-20;2021-04-04;643;417;0;643;individual;;6,installment;2013-03-09;2021-04-04;7577;5000;0;7577;individual;;75,installment;2015-03-24;2017-09-29;0;7983;0;0;jointContractLiability;11111111111111111111111111111;0,installment;2017-04-05;2017-10-16;0;1000;0;0;individual;111111;0,installment;2017-08-31;2020-10-26;0;18145;0;0;jointContractLiability;1111111111111111111111111111111111111;0,installment;2017-10-16;2018-03-23;0;1000;0;0;individual;11111;0,installment;2018-03-23;2018-08-31;0;1000;0;0;individual;11111;0,installment;2018-08-31;2019-03-31;0;1000;0;0;individual;1111111;0,installment;2019-03-26;2019-11-18;0;1000;0;0;individual;11111111;0,installment;2019-11-18;2020-10-17;0;2000;0;0;individual;11111111111;0,installment;2020-08-24;2021-03-08;26559;27588;0;0;jointContractLiability;11111;640,installment;2020-11-16;2021-04-30;940;1500;0;0;individual;11111;132,revolving;2014-08-23;2015-03-31;594;594;300;594;individual;;11,revolving;2016-02-10;2018-05-06;0;458;300;0;individual;;0,revolving;2017-12-26;2020-09-15;0;325;200;0;individual;;0"
623,17,2,1,0,0,0,0,16800,0,47,332,0,806,,,,"installment;2012-07-26;2013-07-16;0;5128;0;0;individual;111111111111;0,installment;2013-07-16;2013-11-14;0;9491;0;0;individual;1111;0,installment;2013-11-14;2017-01-06;0;11696;0;0;individual;11111111111111111111111111111111111111;0,installment;2015-06-09;2016-03-09;0;5566;0;0;individual;111111111;0,installment;2015-07-07;2021-04-30;7415;12475;0;7415;individual;;148,installment;2016-03-09;2016-08-31;0;7148;0;0;jointContractLiability;11111;0,installment;2016-08-31;2017-01-06;0;9588;0;0;jointContractLiability;11111;0,installment;2016-08-31;2019-01-03;0;5378;0;0;jointContractLiability;111111111111111111111111;0,installment;2019-10-28;2020-08-06;0;3144;0;0;individual;1111111111;0,installment;2020-08-06;2021-03-31;5571;5880;0;0;individual;1111111;184,mortgage;2006-05-24;2011-11-25;0;40165;0;0;individual;1;0,revolving;2005-05-24;2020-05-28;0;1984;3377;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2007-06-15;2019-01-26;0;351;250;0;individual;111111111111111111111111111111111111111111111112;0,revolving;2012-05-07;2019-04-07;0;38;0;0;individual;;0,revolving;2012-06-02;2018-05-05;0;360;750;0;individual;11111111111111111111111XXXXXXXXXXXXXXXXXXXXXXXX1;0,revolving;2016-03-21;2017-06-02;0;143;1000;0;individual;11111111111111;0,revolving;2016-04-11;2019-06-01;0;1071;600;0;individual;;0"
659,32,7,0,0,0,0,0,89000,0,77,2002,0,742,,,,"installment;2009-07-16;2012-10-16;0;23525;0;0;individual;111111111111;0,installment;2009-07-16;2012-10-16;0;24197;0;0;individual;111111111111;0,installment;2010-05-14;2011-09-02;0;1531;0;0;individual;1111111111111111;0,installment;2010-06-11;2012-10-16;0;2000;0;0;individual;111111111111;0,installment;2010-06-11;2012-10-16;0;3500;0;0;individual;111111111111;0,installment;2010-06-11;2012-10-16;0;4000;0;0;individual;111111111111;0,installment;2011-02-04;2012-10-16;0;1724;0;0;individual;111111111111;0,installment;2011-02-04;2012-10-16;0;2000;0;0;individual;111111111111;0,installment;2011-02-04;2012-10-16;0;5776;0;0;individual;111111111111;0,installment;2011-09-29;2012-10-16;0;4786;0;0;individual;111111111111;0,installment;2012-10-16;2013-06-14;0;29471;0;0;individual;11111111;0,installment;2012-10-16;2013-06-14;0;47590;0;0;individual;11111111;0,installment;2012-10-16;2021-03-31;96223;77062;0;0;individual;111111111111XX111111111111X1XXX111111111XX1XXX11;962,installment;2014-07-24;2015-05-06;0;1100;0;0;individual;;0,installment;2015-05-19;2016-11-22;0;20718;0;0;individual;11111111111111111;0,installment;2016-11-17;2019-01-11;15961;27883;0;15961;individual;;319,installment;2017-01-31;2020-02-04;0;17908;0;0;individual;111121111111112111111111111111111111;0,installment;2018-04-12;2020-02-14;0;4000;0;0;individual;1111111111111111111111;0,installment;2018-05-13;2021-02-22;0;9241;0;0;individual;11111111111111111111111111111111;0,installment;2020-01-23;2021-03-31;9419;16148;0;0;individual;11111111111111;448,installment;2020-02-24;2021-04-01;8368;10450;0;0;individual;1111111111111;265,mortgage;2018-05-09;2018-07-02;0;198331;0;0;individual;1;0,mortgage;2018-05-09;2020-02-26;0;198331;0;0;individual;1111111111111111111;0,mortgage;2020-02-20;2021-04-05;0;193990;0;0;individual;1111111111111;0,open;2016-07-15;2017-08-25;0;0;0;0;individual;1111111111X1;0,open;2018-05-11;2021-04-22;0;82;0;0;individual;X11111XXX1XX111111XXX11;0,revolving;2016-12-09;2021-04-08;0;535;501;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-10-02;2020-12-31;0;2909;3000;0;individual;11111111111111111111111111111111111111;0,revolving;2018-06-14;2021-04-12;0;2021;2000;0;individual;111111111111111111111111111111111;0,revolving;2018-09-04;2021-04-15;8;419;400;0;individual;111111111111111111111111111111;8,revolving;2018-09-20;2020-12-01;0;143;300;0;individual;11111111111111111111121111;0,revolving;2019-03-27;2021-04-01;0;8909;9400;0;individual;111111111111111111111111;0"
579,12,36,4,46,0,0,0,44720,0,84,1582,0,,,,,"installment;2011-03-07;2018-11-30;0;7914;0;0;individual;XXXXXX1X111111111111111XXX1111XXXXX11XXXXXX1XX11;0,installment;2015-06-01;2020-12-21;18609;0;0;0;individual;;251,installment;2018-11-27;2021-03-31;8914;9174;0;0;individual;11111111111XXXXXXXXXXX1XXX11;89,installment;2020-02-28;2021-02-28;13939;14542;0;0;individual;11111111111;387,installment;2020-07-21;2021-03-31;344;2139;0;0;individual;11111111;178,open;2000-04-11;2021-04-10;18603;0;0;18603;individual;;558,open;2020-08-01;2021-03-29;0;1875;0;0;individual;1111111;0,revolving;2020-03-20;2021-04-21;105;227;200;0;individual;1111111111111;30,revolving;2020-04-15;2021-04-17;0;266;200;0;individual;211111111111;0,revolving;2020-06-05;2021-04-16;132;360;300;0;individual;1111111111;30,revolving;2020-10-25;2021-04-27;204;313;300;0;individual;111111;30,revolving;2020-12-20;2021-04-28;212;352;400;0;individual;1111;29"
823,11,5,0,6,0,0,0,70000,0,114,397,0,734,,,,"installment;2011-02-04;2014-12-15;0;24874;0;0;individual;1111111111111111111111111111111111111111111111;0,installment;2015-10-13;2017-12-21;0;15950;0;0;individual;11111111111111111111111111;0,installment;2018-07-02;2020-10-15;0;34887;0;0;individual;111111111111111111111111111;0,installment;2020-06-08;2021-03-31;19946;22182;0;0;jointContractLiability;111111111;382,revolving;1995-11-03;2017-05-29;0;2800;1024;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2001-05-04;2021-04-10;0;767;1830;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2005-04-23;2019-02-12;0;352;500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2008-01-28;2016-10-15;0;2053;8900;0;individual;111111111111111111111111111111111;0,revolving;2011-01-28;2021-04-22;1424;7340;10800;0;individual;111111111111111111111111111111111111111111111111;15,revolving;2014-11-29;2020-02-03;0;226;15000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-11-30;2021-04-20;0;1153;8000;0;individual;111111111111111111111111111111111111111111111111;0"
442,5,4,2,0,1,0,0,35000,50000,55,770,0,,,,,"installment;2013-10-11;2021-04-30;5417;11356;0;5417;jointContractLiability;;108,installment;2016-01-23;2020-10-31;3941;10838;0;236;jointContractLiability;212111122132122111111111111111111111111111111111;218,installment;2017-03-04;2021-04-19;11835;18401;0;0;jointContractLiability;122211212X111221112221111111111111X1111111111111;407,revolving;2018-08-28;2020-07-01;1437;1437;1500;1437;individual;;28,revolving;2019-05-24;2021-04-15;455;455;300;455;individual;;9"
729,10,1,1,42,0,0,0,65000,0,45,274,0,650,19000,13338.05,0,"installment;2009-06-26;2013-01-08;0;11667;0;0;individual;X1111111111X111111111111111X1111111X1111111;0,installment;2010-04-03;2013-10-31;0;11472;0;0;participant;111111111111111X11111111111111111111111111;0,installment;2015-08-11;2021-03-31;917;20352;0;0;individual;111111111111111111111111111111111111111111111111;114,installment;2017-07-28;2019-01-26;0;17596;0;0;individual;11111111111111111;0,installment;2017-08-21;2018-09-05;0;2030;0;0;individual;1111111111;0,revolving;2017-03-02;2021-04-07;226;393;450;0;individual;111111111111111111111111111111111111111111111111;30,revolving;2017-03-12;2021-04-25;5;987;1300;0;individual;111111111111111111111111111111111111111111111111;5,revolving;2018-07-11;2021-04-16;559;901;1150;0;individual;111111111111111111111111111111111;40,revolving;2019-05-17;2021-04-16;219;504;500;0;individual;1111111111111111111111;25,revolving;2020-03-06;2021-04-16;1719;2044;3000;0;individual;1111111111111;60"
629,22,16,0,56,1,19,0,41000,0,59,1273,0,611,,,,"installment;2011-08-11;2016-12-22;0;3500;0;0;individual;XX1111111111111X111111111111XXXXX1XXXXXXXXXX1111;0,installment;2011-08-11;2016-12-22;0;6000;0;0;individual;XX1111111111111X111111111111XXXXX1XXXXXXXXXX1111;0,installment;2012-03-27;2016-12-22;0;3000;0;0;individual;XX1111111111111X111111111111XXXXX1XXXXXXXXXX1111;0,installment;2012-03-27;2016-12-22;0;4000;0;0;individual;XX1111111111111X111111111111XXXXX1XXXXXXXXXX1111;0,installment;2013-08-15;2014-12-31;0;1824;0;0;individual;;0,installment;2013-08-15;2015-08-03;0;3122;0;0;individual;;0,installment;2014-02-15;2020-04-17;0;13097;0;0;jointContractLiability;111111111111111111111111211111111111111111111111;0,installment;2014-12-11;2016-10-30;0;1615;0;0;individual;;0,installment;2016-01-16;2016-11-01;0;300;0;0;individual;111111111;0,installment;2016-11-18;2017-10-05;0;1250;0;0;individual;1111111111;0,installment;2016-12-21;2021-03-31;23355;20605;0;0;individual;111111111111111111111111111111111111111111111111;233,installment;2017-10-05;2018-11-02;0;1250;0;0;individual;1111321111111;0,installment;2018-11-12;2019-11-20;0;435;0;0;individual;111111111111;0,installment;2019-11-13;2021-02-01;0;1250;0;0;individual;11111111111111;0,installment;2020-03-26;2020-09-18;0;448;0;0;individual;111111;0,installment;2020-10-10;2021-04-30;721;21004;0;0;individual;XX3211;482,installment;2020-11-21;2021-02-28;15314;15920;0;0;individual;111;400,revolving;2014-07-26;2021-04-17;1882;3534;3300;0;individual;115455432115554322111111111134333332111111111111;55,revolving;2016-07-17;2018-07-31;0;462;400;0;individual;111111111111111112111111;0,revolving;2017-04-29;2021-04-21;90;617;500;0;individual;11144444321114323211211111111111121111111111111;56,revolving;2017-08-07;2021-04-06;343;864;700;343;individual;;6,revolving;2020-01-25;2021-04-10;821;1500;1500;0;individual;11111111111111;41"
626,21,5,0,93,0,0,1,59995,0,54,841,0,624,,,,"installment;1997-02-12;2021-03-31;2538;1310;0;0;individual;11XXXX11111X11XXX1111XXX11XXXXXXX11XXXXXXXXXXXX1;25,installment;2008-07-31;2021-03-31;17335;13027;0;0;individual;11XXXX11111XX11XX1111XXX11XXXXXXX11XXXXXXXXXXXX1;173,installment;2009-10-28;2021-03-31;15842;9500;0;0;individual;11XXXX11111XXXXXX1111XXX11XXXXXXX11XXXXXXXXXXXX1;158,installment;2010-08-16;2021-03-31;42096;30071;0;0;individual;11XXXX11111XXXXXX1111;420,installment;2014-07-11;2015-07-29;0;13654;0;0;jointContractLiability;11111111111;0,installment;2015-07-17;2016-06-20;0;27990;0;0;primary;11111111111;0,installment;2016-06-16;2018-11-09;0;25744;0;0;individual;1111111111111111111111111111;0,installment;2018-05-31;2019-07-24;0;8226;0;0;individual;11111111111111;0,installment;2019-12-05;2020-06-01;0;2085;0;0;individual;;0,revolving;2014-09-10;2021-01-21;0;5388;4500;0;individual;;0,revolving;2014-09-28;2021-03-08;0;2146;0;0;individual;;0,revolving;2014-10-23;2021-01-31;0;993;700;0;individual;;0,revolving;2015-06-08;2021-03-15;0;1895;0;0;individual;;0,revolving;2015-07-07;2021-01-21;0;1266;1000;0;individual;;0,revolving;2015-07-20;2021-01-20;0;2518;2000;0;individual;;0,revolving;2016-06-09;2021-04-21;0;6515;6000;0;individual;;0,revolving;2019-10-27;2021-03-08;0;597;0;0;individual;;0,revolving;2019-10-28;2021-03-31;0;1248;1000;0;individual;;0,revolving;2019-11-27;2020-09-30;0;1746;1500;0;individual;;0,revolving;2020-12-04;2021-04-15;472;477;500;0;individual;1111;35,revolving;2020-12-07;2021-04-19;369;395;400;0;individual;1111;30"
636,18,5,2,22,2,2,0,34000,0,76,367,0,770,,,,"installment;2016-02-27;2019-04-05;0;19291;0;0;individual;1111111111111112111111111111111111111;0,installment;2019-04-01;2021-05-01;5832;11034;0;0;individual;111111111111111111111111;257,installment;2019-07-30;2021-03-22;0;5000;0;0;coSigner;2111121111111111111;0,lineOfCredit;1996-04-10;2021-04-25;983;1048;1000;0;jointContractLiability;111111111111111111111111111111111111111111111111;57,mortgage;2006-02-06;2020-09-01;0;189000;0;0;jointContractLiability;111111111111431111111111111111121221111111111111;0,mortgage;2006-02-06;2021-02-02;0;189000;0;0;jointContractLiability;11111;0,mortgage;2009-10-20;2016-08-01;0;23000;0;0;participant;11111XX1XXX1111111111111111111111111111111111111;0,revolving;1999-08-23;2019-12-21;0;3135;2900;0;authorizedUser;111111111111111111111111111111111111111111111111;0,revolving;2009-02-14;2015-07-23;0;117;1000;0;individual;111111111111111111111111111111111111;0,revolving;2009-10-08;2021-04-19;0;10397;0;0;jointContractLiability;;0,revolving;2009-11-24;2018-09-29;0;94;100;0;individual;111111111111111111111111111111111XXX111111111111;0,revolving;2012-01-18;2016-10-05;0;0;10000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-08-23;2021-04-25;3161;11684;13000;0;authorizedUser;111111111111111111111111111111111111111111111111;53,revolving;2012-12-24;2021-04-18;0;1201;300;0;individual;111111115432111111111111111112111111111111111111;0,revolving;2013-02-05;2016-06-10;0;1407;1250;0;individual;1111112112112111111111111111111111111111;0,revolving;2014-11-16;2016-01-12;0;241;2000;0;individual;11111115432111;0,revolving;2016-05-09;2021-04-05;0;1301;1000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-05-28;2018-06-08;0;106;100;0;individual;1111111211111;0"
712,13,3,0,20,0,0,0,72000,0,62,2577,2396,222,,,,"installment;2018-05-27;2018-08-09;0;1312;0;0;individual;111;0,mortgage;2020-07-30;2021-03-01;0;365750;0;0;jointContractLiability;111111;0,mortgage;2020-07-30;2021-04-05;360812;365750;0;0;jointContractLiability;;2396,revolving;2018-06-12;2021-04-11;0;1845;4000;0;individual;111111111111111111111111111111111;0,revolving;2018-09-03;2019-10-10;0;226;300;0;individual;1111111111111;0,revolving;2018-09-03;2021-04-09;0;153;300;0;individual;111111111111111111;0,revolving;2018-09-10;2020-05-02;0;26;600;0;individual;1111111111111111111;0,revolving;2019-02-03;2021-04-22;959;1989;3000;0;individual;11111111111111111111111111;29,revolving;2019-05-02;2021-04-08;0;109;800;0;individual;11111111111111111111111;0,revolving;2019-07-14;2021-04-27;382;986;2800;0;individual;111111111111111111111;29,revolving;2020-08-09;2021-03-31;3523;4798;2499;0;individual;1111111;123,revolving;2021-02-10;2021-03-31;0;0;4200;0;individual;1;0,revolving;2021-03-28;2021-04-05;0;0;6000;0;individual;;0"
503,19,7,3,0,0,0,0,22000,0,47,309,0,,,,,"installment;2007-02-27;2021-03-31;11172;5958;0;0;individual;X11111111111111111X11XXX5555411111X1111111111111;105,installment;2007-02-27;2021-03-31;5404;2672;0;0;individual;X11111111111111111X11XXX5555411111X1111111111111;47,installment;2009-08-11;2021-04-04;1485;1750;0;1485;individual;;14,installment;2009-08-28;2017-01-03;0;1201;0;0;individual;5555555554111X11X5411154111;0,installment;2010-07-21;2016-12-27;0;1000;0;0;individual;555555554111X11X5411154111;0,installment;2010-07-21;2017-01-03;0;2479;0;0;individual;5555555554111X11X5411154111;0,installment;2010-07-21;2017-01-03;0;3500;0;0;individual;5555555554111X11X5411154111;0,installment;2010-07-21;2021-04-04;1500;1000;0;1500;individual;;15,installment;2010-07-21;2021-04-04;3718;1000;0;3718;individual;;37,installment;2010-07-21;2021-04-04;3935;1105;0;3935;individual;;39,installment;2011-08-24;2017-01-03;0;1269;0;0;individual;5555555554111X11X5411154111;0,installment;2011-08-24;2017-01-03;0;2250;0;0;individual;5555555554111X11X5411154111;0,installment;2011-08-24;2021-04-04;1781;1000;0;1781;individual;;17,installment;2011-08-24;2021-04-04;2352;1105;0;2352;individual;;23,installment;2011-10-18;2011-12-09;0;2183;0;0;individual;1;0,installment;2011-10-18;2017-01-03;0;1105;0;0;individual;5555555554111X11X5411154111;0,installment;2011-10-18;2021-04-04;1155;1105;0;1155;individual;;11,installment;2020-08-28;2020-12-18;0;539;0;0;individual;3211;0,revolving;2017-02-16;2021-02-22;60;260;200;60;individual;;1"
806,63,5,0,4,0,0,0,80000,0,98,1609,646,781,11375,10057.2,0,"installment;2005-10-29;2012-06-23;0;18055;0;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,installment;2009-06-03;2019-01-31;0;2632;0;0;individual;1111111111111111111111111111111111XXXX1111111111;0,installment;2009-08-25;2020-01-31;0;7000;0;0;individual;1111111111111111111111111111111111111111111111;0,installment;2009-08-26;2020-01-31;0;5500;0;0;individual;1111111111111111111111111111111111111111111111;0,installment;2010-08-15;2020-09-30;0;5500;0;0;individual;111111111111111111111111111111111111111111111111;0,installment;2010-08-15;2020-12-01;0;7000;0;0;individual;111111111111111111111111111111111111111111111111;0,installment;2011-05-17;2012-08-18;0;13216;0;0;individual;11111111111111;0,installment;2012-08-18;2016-07-06;0;15287;0;0;individual;1111111111111111111111111111111111111111111111;0,installment;2013-04-25;2014-01-01;0;6000;0;0;individual;11111111;0,installment;2014-05-23;2016-07-13;0;6000;0;0;individual;1111111111111111111111111;0,installment;2016-07-12;2017-07-15;0;11000;0;0;individual;11111111111;0,installment;2017-07-15;2019-01-09;0;20000;0;0;individual;11111111111111111;0,installment;2018-04-25;2021-04-26;0;19240;0;0;individual;11111111111111111111111111111111111;0,installment;2019-08-16;2021-03-31;13760;13950;0;0;individual;111XXXXXXXXXXXXXXX1;137,installment;2020-11-18;2021-03-31;7060;7060;0;0;individual;1111;70,installment;2021-01-14;2021-05-01;14011;15000;0;0;individual;111;333,installment;2021-04-17;2021-04-30;15957;15957;0;0;individual;;281,mortgage;2013-10-30;2020-09-01;0;85600;0;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,mortgage;2013-10-30;2021-03-31;49705;85600;0;0;jointContractLiability;111111;646,revolving;2008-10-10;2021-04-23;0;1551;1500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-08-13;2021-04-20;0;6485;7700;0;individual;11111111111111111111111;0,revolving;2010-10-19;2016-09-30;0;866;2200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2010-10-19;2021-04-30;842;866;2200;0;individual;111111111111111111111111111111111111111111111111;43,revolving;2011-01-18;2017-09-08;0;140;400;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2011-01-26;2012-12-18;0;4761;5300;0;individual;1111111111111111111111;0,revolving;2011-02-20;2015-08-01;0;416;780;0;individual;11111111111111111111111XXXXXXXXXXXXXX11111111111;0,revolving;2011-07-18;2016-09-25;0;4773;7100;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-01-28;2017-03-21;0;40;6000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-08-14;2018-10-18;0;492;300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-12-24;2017-08-29;0;2197;1524;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-02-10;2021-04-21;0;305;500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-03-10;2021-04-16;0;432;1000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-03-15;2014-08-15;0;85;5000;0;individual;1111111111111111;0,revolving;2013-04-22;2021-04-13;162;2452;6000;0;authorizedUser;111111111111111111111111111111111111111111111111;28,revolving;2013-07-14;2014-07-27;0;0;2200;0;individual;11111111111;0,revolving;2013-09-13;2018-04-21;0;178;950;0;individual;X1111111111111111111111XXXXXXXXXX111111111111111;0,revolving;2013-11-29;2019-11-21;0;3748;1024;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-12-01;2019-12-30;0;1920;2001;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-04-06;2019-10-12;0;184;600;0;individual;111111111111111111111111111111111111111111111;0,revolving;2014-04-13;2019-02-09;0;166;750;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-06-14;2021-04-20;0;16075;14000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-06-18;2019-10-10;0;50;2400;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-11-16;2017-08-16;0;38;1024;0;individual;111111111111111111111111111111111;0,revolving;2015-05-24;2020-08-06;0;1007;2501;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-05-21;2020-12-09;0;1280;3000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-06-08;2020-09-02;0;2060;2500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-06-26;2021-04-16;0;8017;6000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-01-07;2021-04-02;0;3966;4000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-02-05;2021-03-13;0;502;750;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-04-14;2021-04-07;0;3300;5000;0;individual;11111111111111111111111111111111111111111111111;0,revolving;2017-06-13;2021-04-10;0;4987;5000;0;individual;11111111111111111111X1111111111111111111111111;0,revolving;2018-01-14;2021-04-16;0;702;4800;0;individual;111111111111111111111111111111111111111;0,revolving;2018-08-02;2019-02-25;0;825;1000;0;individual;111111;0,revolving;2018-12-08;2020-07-04;0;159;2000;0;individual;111111111111111111;0,revolving;2019-01-13;2021-04-16;2434;14272;15000;0;individual;111111111111111111111111111;28,revolving;2019-02-03;2019-07-25;0;5000;7000;0;individual;11111;0,revolving;2019-02-03;2021-04-23;0;5000;6000;0;individual;11111111111111111111111111;0,revolving;2019-04-27;2021-04-27;0;2986;3000;0;individual;11111111111111111111111;0,revolving;2019-07-14;2021-04-30;0;325;1024;0;individual;111111111111111111111;0,revolving;2019-07-30;2020-12-10;0;99;12000;0;individual;1111111111111111;0,revolving;2019-08-24;2021-04-09;0;12009;15000;0;individual;1111111111111111111;0,revolving;2020-08-22;2021-03-31;2155;5685;6000;0;individual;111111;43,revolving;2020-12-24;2021-04-27;0;0;17000;0;individual;111;0"
564,7,18,8,32,0,1,0,45000,0,50,807,0,,,,,"installment;2013-06-21;2018-03-22;0;10833;0;0;jointContractLiability;111111111111111111121111111111111111111111111111;0,installment;2014-03-22;2015-04-30;6483;7703;0;0;jointContractLiability;;64,installment;2018-03-03;2020-03-31;0;23549;0;0;individual;111111111111111111111111;0,installment;2020-02-29;2021-03-31;29119;30906;0;0;individual;111111111111;688,revolving;2015-07-03;2021-03-27;335;1100;900;0;individual;111111111111112333211112111111111111111111111111;20,revolving;2015-11-14;2021-04-10;147;664;580;0;individual;111111111111111111221111111111111111111111111111;35,revolving;2015-12-13;2016-05-16;0;571;500;0;individual;;0"
